"","Survived","Pclass","Sex","SibSp","Parch","Embarked","Child","Title","FamilySize","Age","Fare"
"333","0","1","male",0,1,"S",0,"Mr",2,0.473881999248403,0.299538851191773
"334","0","3","male",2,0,"S",1,"Mr",3,0.19829637980709,0.0351336601544476
"335","1","1","female",1,0,"S",0,"Mrs",2,0.372180103561368,0.260867426646773
"336","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"337","0","1","male",1,0,"S",0,"Mr",2,0.361142427658775,0.129994542571456
"338","1","1","female",0,0,"C",0,"Miss",1,0.511461856444945,0.262526516154067
"339","1","3","male",0,0,"S",0,"Mr",1,0.561568332707002,0.0157125535690724
"340","0","1","male",0,0,"S",0,"Mr",1,0.561568332707002,0.0692913853046049
"341","1","2","male",1,1,"S",1,"Master",3,0.022923712889891,0.0507486202230909
"342","1","1","female",3,2,"S",0,"Miss",6,0.298509332331204,0.513341812256651
"343","0","2","male",0,0,"S",0,"Mr",1,0.348615808593261,0.0253743101115455
"344","0","2","male",0,0,"S",0,"Mr",1,0.311035951396718,0.0253743101115455
"345","0","2","male",0,0,"S",0,"Mr",1,0.448828761117374,0.0253743101115455
"346","1","2","female",0,0,"S",0,"Miss",1,0.298509332331204,0.0253743101115455
"347","1","2","female",0,0,"S",0,"Miss",1,0.498935237379431,0.0253743101115455
"348","1","3","female",1,0,"S",0,"Mrs",2,0.372180103561368,0.0314251071381448
"349","1","3","male",1,1,"S",1,"Master",3,0.0354503319554052,0.0310347331364287
"350","0","3","male",0,0,"S",0,"Mr",1,0.52398847551046,0.0169080739493279
"351","0","3","male",0,0,"S",0,"Mr",1,0.28598271326569,0.0180060008291544
"352","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0683154503003147
"353","0","3","male",1,1,"C",1,"Mr",3,0.185769760741576,0.0141104586660296
"354","0","3","male",1,0,"S",0,"Mr",2,0.311035951396718,0.0347432861527315
"355","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141022608119935
"356","0","3","male",0,0,"S",0,"Mr",1,0.348615808593261,0.018542765081514
"357","1","1","female",0,1,"S",0,"Miss",2,0.273456094200175,0.107352850471923
"358","0","2","female",0,0,"S",0,"Miss",1,0.473881999248403,0.0253743101115455
"359","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0153791741716068
"360","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0153791741716068
"361","0","3","male",1,4,"S",0,"Mr",6,0.498935237379431,0.0544571732393937
"362","0","2","male",1,0,"C",0,"Mr",2,0.361142427658775,0.0541073981338561
"363","0","3","female",0,1,"C",0,"Mrs",2,0.561568332707002,0.0282127194780231
"364","0","3","male",0,0,"S",0,"Mr",1,0.43630214205186,0.013760683560492
"365","0","3","male",1,0,"Q",0,"Mr",2,0.372180103561368,0.0302539851329965
"366","0","3","male",0,0,"S",0,"Mr",1,0.373669046724289,0.014151057562208
"367","1","1","female",1,0,"C",0,"Mrs",2,0.749467618689716,0.146878218145677
"368","1","3","female",0,0,"C",0,"Mrs",1,0.372180103561368,0.0141104586660296
"369","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0151269925664983
"370","1","1","female",0,0,"C",0,"Mlle",1,0.298509332331204,0.135264591594623
"371","1","1","male",1,0,"C",0,"Mr",2,0.311035951396718,0.108214991454713
"372","0","3","male",1,0,"S",0,"Mr",2,0.223349617938118,0.0126789572017367
"373","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0157125535690724
"374","0","1","male",0,0,"C",0,"Mr",1,0.273456094200175,0.264738570434791
"375","0","3","female",3,1,"S",1,"Miss",5,0.0354503319554052,0.0411356604308324
"376","1","1","female",1,0,"C",0,"Mrs",2,0.372180103561368,0.16038672010106
"377","1","3","female",0,0,"S",0,"Miss",1,0.273456094200175,0.014151057562208
"378","0","1","male",0,2,"C",0,"Mr",3,0.336089189527746,0.412820506814759
"379","0","3","male",0,0,"C",0,"Mr",1,0.248402856069147,0.00783187840942894
"380","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0151757893167128
"381","1","1","female",0,0,"C",0,"Miss",1,0.52398847551046,0.44409922370226
"382","1","3","female",0,2,"C",1,"Miss",3,0.0103970938243768,0.0307257521140704
"383","0","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0154685698179998
"384","1","1","female",1,0,"S",0,"Mrs",2,0.43630214205186,0.101497240446182
"385","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"386","0","2","male",0,0,"S",0,"Mr",1,0.223349617938118,0.143462445630661
"387","0","3","male",5,2,"S",1,"Master",8,0.0103970938243768,0.0915427034024217
"388","1","2","female",0,0,"S",0,"Miss",1,0.448828761117374,0.0253743101115455
"389","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0150863936703198
"390","1","2","female",0,0,"C",1,"Miss",1,0.210822998872604,0.023422440102965
"391","1","1","male",1,2,"S",0,"Mr",4,0.448828761117374,0.23422440102965
"392","1","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0152163882128912
"393","0","3","male",2,0,"S",0,"Mr",3,0.348615808593261,0.0154685698179998
"394","1","1","female",1,0,"C",0,"Miss",2,0.28598271326569,0.221098075221947
"395","1","3","female",0,2,"S",0,"Mrs",3,0.298509332331204,0.032596229143293
"396","0","3","male",0,0,"S",0,"Mr",1,0.273456094200175,0.0152163882128912
"397","0","3","female",0,0,"S",0,"Miss",1,0.386195665789803,0.0153303774213923
"398","0","2","male",0,0,"S",0,"Mr",1,0.574094951772517,0.0507486202230909
"399","0","2","male",0,0,"S",0,"Dr",1,0.28598271326569,0.0204946350900944
"400","1","2","female",0,0,"S",0,"Mrs",1,0.348615808593261,0.0246911556085423
"401","1","3","male",0,0,"S",0,"Mr",1,0.486408618313917,0.0154685698179998
"402","0","3","male",0,0,"S",0,"Mr",1,0.323562570462232,0.0157125535690724
"403","0","3","female",1,0,"S",0,"Miss",2,0.260929475134661,0.0191771228343026
"404","0","3","male",1,0,"S",0,"Mr",2,0.348615808593261,0.0309371396359997
"405","0","3","female",0,0,"S",0,"Miss",1,0.248402856069147,0.0169080739493279
"406","0","2","male",1,0,"S",0,"Mr",2,0.423775522986346,0.0409892701801888
"407","0","3","male",0,0,"S",0,"Mr",1,0.636728047100088,0.0151269925664983
"408","1","2","male",1,1,"S",1,"Master",3,0.0354503319554052,0.0365975626608829
"409","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0151757893167128
"410","0","3","female",3,1,"S",0,"Miss",5,0.372180103561368,0.049707687947515
"411","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"412","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0133865100798471
"413","1","1","female",1,0,"Q",0,"Miss",2,0.411248903920832,0.175668300772238
"414","0","2","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"415","1","3","male",0,0,"S",0,"Mr",1,0.549041713641488,0.0154685698179998
"416","0","3","female",0,0,"S",0,"Mrs",1,0.372180103561368,0.0157125535690724
"417","1","2","female",1,1,"S",0,"Mrs",3,0.423775522986346,0.0634357752788637
"418","1","2","female",0,2,"S",0,"Miss",3,0.223349617938118,0.0253743101115455
"419","0","2","male",0,0,"S",0,"Mr",1,0.373669046724289,0.0253743101115455
"420","0","3","female",0,2,"S",1,"Miss",3,0.123136665414005,0.0471376607072172
"421","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0154115752137493
"422","0","3","male",0,0,"Q",0,"Mr",1,0.260929475134661,0.015094396337355
"423","0","3","male",0,0,"S",0,"Mr",1,0.361142427658775,0.0153709763175708
"424","0","3","female",1,1,"S",0,"Mrs",3,0.348615808593261,0.0281069281235581
"425","0","3","male",1,1,"S",0,"Mr",3,0.223349617938118,0.0394521725484317
"426","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.014151057562208
"427","1","2","female",1,0,"S",0,"Mrs",2,0.348615808593261,0.0507486202230909
"428","1","2","female",0,0,"S",0,"Miss",1,0.235876237003633,0.0507486202230909
"429","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"430","1","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0157125535690724
"431","1","1","male",0,0,"S",0,"Mr",1,0.348615808593261,0.0518221487278102
"432","1","3","female",1,0,"S",0,"Mrs",2,0.372180103561368,0.0314251071381448
"433","1","2","female",1,0,"S",0,"Mrs",2,0.52398847551046,0.0507486202230909
"434","0","3","male",0,0,"S",1,"Mr",1,0.210822998872604,0.0139070738111355
"435","0","1","male",1,0,"S",0,"Mr",2,0.624201428034573,0.109109533479645
"436","1","1","female",1,2,"S",1,"Miss",4,0.173243141676062,0.23422440102965
"437","0","3","female",2,2,"S",0,"Miss",5,0.260929475134661,0.067095531544952
"438","1","2","female",2,3,"S",0,"Mrs",6,0.298509332331204,0.0365975626608829
"439","0","1","male",1,4,"S",0,"Mr",6,0.799574094951773,0.513341812256651
"440","0","2","male",0,0,"S",0,"Mr",1,0.386195665789803,0.0204946350900944
"441","1","2","female",1,1,"S",0,"Mrs",3,0.561568332707002,0.051236587725236
"442","0","3","male",0,0,"S",0,"Mr",1,0.248402856069147,0.018542765081514
"443","0","3","male",1,0,"S",0,"Mr",2,0.311035951396718,0.0151757893167128
"444","1","2","female",0,0,"S",0,"Ms",1,0.348615808593261,0.0253743101115455
"445","1","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0158345454446087
"446","1","1","male",0,2,"S",1,"Master",3,0.0479769510209195,0.159776760723379
"447","1","2","female",0,1,"S",1,"Miss",2,0.160716522610547,0.0380614651673182
"448","1","1","male",0,0,"S",0,"Mr",1,0.423775522986346,0.0518221487278102
"449","1","3","female",2,1,"C",1,"Miss",4,0.0605035700864337,0.0375896981862443
"450","1","1","male",0,0,"S",0,"Sir",1,0.649254666165602,0.0595320352617028
"451","0","2","male",1,2,"S",0,"Mr",4,0.448828761117374,0.0541643927381067
"452","0","3","male",1,0,"S",0,"Mr",2,0.372180103561368,0.0389724029003227
"453","0","1","male",0,0,"C",0,"Mr",1,0.373669046724289,0.0541643927381067
"454","1","1","male",1,0,"C",0,"Mr",2,0.611674808969059,0.173919815618552
"455","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"456","1","3","male",0,0,"C",0,"Mr",1,0.361142427658775,0.0154115752137493
"457","0","1","male",0,0,"S",0,"Mr",1,0.812100714017287,0.0518221487278102
"458","1","1","female",1,0,"S",0,"Mrs",2,0.372180103561368,0.101228858320002
"459","1","2","female",0,0,"S",0,"Miss",1,0.624201428034573,0.0204946350900944
"460","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"461","1","1","male",0,0,"S",0,"Mr",1,0.599148189903545,0.0518221487278102
"462","0","3","male",0,0,"S",0,"Mr",1,0.423775522986346,0.0157125535690724
"463","0","1","male",0,0,"S",0,"Mr",1,0.586621570838031,0.0751469953303462
"464","0","2","male",0,0,"S",0,"Mr",1,0.599148189903545,0.0253743101115455
"465","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"466","0","3","male",0,0,"S",0,"Mr",1,0.473881999248403,0.013760683560492
"467","0","2","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"468","0","1","male",0,0,"S",0,"Mr",1,0.699361142427659,0.0518221487278102
"469","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0150781958162837
"470","1","3","female",2,1,"C",1,"Miss",4,0.00726543905799825,0.0375896981862443
"471","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.014151057562208
"472","0","3","male",0,0,"S",0,"Mr",1,0.473881999248403,0.0169080739493279
"473","1","2","female",1,2,"S",0,"Mrs",4,0.411248903920832,0.0541643927381067
"474","1","2","female",0,0,"C",0,"Mrs",1,0.28598271326569,0.0269196055973386
"475","0","3","female",0,0,"S",0,"Miss",1,0.273456094200175,0.0192015212094099
"476","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.101497240446182
"477","0","2","male",1,0,"S",0,"Mr",2,0.423775522986346,0.0409892701801888
"478","0","3","male",1,0,"S",0,"Mr",2,0.361142427658775,0.0137524857064559
"479","0","3","male",0,0,"S",0,"Mr",1,0.273456094200175,0.0146796239605316
"480","1","3","female",0,1,"S",1,"Miss",2,0.022923712889891,0.0239836027304319
"481","0","3","male",5,2,"S",1,"Master",8,0.110610046348491,0.0915427034024217
"482","0","2","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"483","0","3","male",0,0,"S",0,"Mr",1,0.624201428034573,0.0157125535690724
"484","1","3","female",0,0,"S",0,"Mrs",1,0.787047475886258,0.0187135537072648
"485","1","1","male",1,0,"C",0,"Mr",2,0.311035951396718,0.177774758885498
"486","0","3","female",3,1,"S",0,"Miss",5,0.372180103561368,0.049707687947515
"487","1","1","female",1,0,"S",0,"Mrs",2,0.43630214205186,0.175668300772238
"488","0","1","male",0,0,"C",0,"Mr",1,0.724414380558687,0.0579705392548385
"489","0","3","male",0,0,"S",0,"Mr",1,0.373669046724289,0.0157125535690724
"490","1","3","male",1,1,"S",1,"Master",3,0.110610046348491,0.0310347331364287
"491","0","3","male",1,0,"S",0,"Mr",2,0.372180103561368,0.0389724029003227
"492","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.014151057562208
"493","0","1","male",0,0,"S",0,"Mr",1,0.686834523362145,0.0595320352617028
"494","0","1","male",0,0,"C",0,"Mr",1,0.887260428410372,0.0966257632787668
"495","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0157125535690724
"496","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0282207221450583
"497","1","1","female",1,0,"C",0,"Miss",2,0.67430790429663,0.152766424400561
"498","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0294732371295643
"499","0","1","female",1,2,"S",0,"Mrs",4,0.311035951396718,0.295805899800363
"500","0","3","male",0,0,"S",0,"Mr",1,0.298509332331204,0.0152163882128912
"501","0","3","male",0,0,"S",1,"Mr",1,0.210822998872604,0.0169080739493279
"502","0","3","female",0,0,"Q",0,"Miss",1,0.260929475134661,0.0151269925664983
"503","0","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0148912066694617
"504","0","3","female",0,0,"S",0,"Miss",1,0.461355380182889,0.0187135537072648
"505","1","1","female",0,0,"S",1,"Miss",1,0.19829637980709,0.168836755742206
"506","0","1","male",1,0,"C",0,"Mr",2,0.223349617938118,0.212558643934408
"507","1","2","female",0,2,"S",0,"Mrs",3,0.411248903920832,0.0507486202230909
"508","1","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0518221487278102
"509","0","3","male",0,0,"S",0,"Mr",1,0.348615808593261,0.043965871943274
"510","1","3","male",0,0,"S",0,"Mr",1,0.323562570462232,0.110272457630758
"511","1","3","male",0,0,"Q",0,"Mr",1,0.361142427658775,0.0151269925664983
"512","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"513","1","1","male",0,0,"S",0,"Mr",1,0.448828761117374,0.0513097828505578
"514","1","1","female",1,0,"C",0,"Mrs",2,0.67430790429663,0.115941078509677
"515","0","3","male",0,0,"S",0,"Mr",1,0.298509332331204,0.0146308272103171
"516","0","1","male",0,0,"S",0,"Mr",1,0.586621570838031,0.0664041791879128
"517","1","2","female",0,0,"S",0,"Mrs",1,0.423775522986346,0.0204946350900944
"518","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0471376607072172
"519","1","2","female",1,0,"S",0,"Mrs",2,0.448828761117374,0.0507486202230909
"520","0","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0154115752137493
"521","1","1","female",0,0,"S",0,"Miss",1,0.373669046724289,0.182499845802269
"522","0","3","male",0,0,"S",0,"Mr",1,0.273456094200175,0.0154115752137493
"523","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141022608119935
"524","1","1","female",0,1,"C",0,"Mrs",2,0.549041713641488,0.113167861601486
"525","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141104586660296
"526","0","3","male",0,0,"Q",0,"Mr",1,0.505198546912188,0.0151269925664983
"527","1","2","female",0,0,"S",0,"Miss",1,0.624201428034573,0.0204946350900944
"528","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.432884169006959
"529","0","3","male",0,0,"S",0,"Mr",1,0.486408618313917,0.0154685698179998
"530","0","2","male",2,1,"S",0,"Mr",4,0.28598271326569,0.0224465050986748
"531","1","2","female",1,1,"S",1,"Miss",3,0.022923712889891,0.0507486202230909
"532","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141104586660296
"533","0","3","male",1,1,"C",1,"Mr",3,0.210822998872604,0.0141104586660296
"534","1","3","female",0,2,"C",0,"Mrs",3,0.372180103561368,0.0436404952128436
"535","0","3","female",0,0,"S",0,"Miss",1,0.373669046724289,0.0169080739493279
"536","1","2","female",0,2,"S",1,"Miss",3,0.0855568082174621,0.051236587725236
"537","0","1","male",0,0,"S",0,"Sir",1,0.561568332707002,0.0518221487278102
"538","1","1","female",0,0,"C",0,"Miss",1,0.373669046724289,0.207727765663171
"539","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0283021151244161
"540","1","1","female",0,2,"C",0,"Miss",3,0.273456094200175,0.0966175654247308
"541","1","1","female",0,2,"S",0,"Miss",3,0.448828761117374,0.13858277060921
"542","0","3","female",4,2,"S",1,"Miss",7,0.110610046348491,0.0610447345183526
"543","0","3","female",4,2,"S",1,"Miss",7,0.135663284479519,0.0610447345183526
"544","1","2","male",1,0,"S",0,"Mr",2,0.398722284855318,0.0507486202230909
"545","0","1","male",1,0,"C",0,"Mr",2,0.624201428034573,0.207727765663171
"546","0","1","male",0,0,"S",0,"Mr",1,0.799574094951773,0.0507486202230909
"547","1","2","female",1,0,"S",0,"Mrs",2,0.235876237003633,0.0507486202230909
"548","1","2","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0270577979939461
"549","0","3","male",1,1,"S",0,"Mr",3,0.411248903920832,0.0400621319261131
"550","1","2","male",1,1,"S",1,"Master",3,0.0980834272829763,0.0717312228153305
"551","1","1","male",0,2,"C",1,"Mr",3,0.210822998872604,0.216429787722425
"552","0","2","male",0,0,"S",0,"Mr",1,0.336089189527746,0.0507486202230909
"553","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0152815806711778
"554","1","3","male",0,0,"C",0,"Mr",1,0.273456094200175,0.0141022608119935
"555","1","3","female",0,0,"S",0,"Miss",1,0.273456094200175,0.0151757893167128
"556","0","1","male",0,0,"S",0,"Mr",1,0.774520856820744,0.0518221487278102
"557","1","1","female",1,0,"C",0,"Lady",2,0.599148189903545,0.0772940523397847
"558","0","1","male",0,0,"C",0,"Mr",1,0.372180103561368,0.44409922370226
"559","1","1","female",1,1,"S",0,"Mrs",3,0.486408618313917,0.155466446183431
"560","1","3","female",1,0,"S",0,"Mrs",2,0.448828761117374,0.0339625381492993
"561","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"562","0","3","male",0,0,"S",0,"Mr",1,0.498935237379431,0.0154115752137493
"563","0","2","male",0,0,"S",0,"Mr",1,0.348615808593261,0.0263502451158357
"564","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"565","0","3","female",0,0,"S",0,"Miss",1,0.372180103561368,0.0157125535690724
"566","0","3","male",2,0,"S",0,"Mr",3,0.298509332331204,0.0471376607072172
"567","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0154115752137493
"568","0","3","female",0,4,"S",0,"Mrs",5,0.361142427658775,0.0411356604308324
"569","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141104586660296
"570","1","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0153303774213923
"571","1","2","male",0,0,"S",0,"Mr",1,0.774520856820744,0.0204946350900944
"572","1","1","female",2,0,"S",0,"Mrs",3,0.661781285231116,0.100480706545713
"573","1","1","male",0,0,"S",0,"Mr",1,0.448828761117374,0.0515049698514158
"574","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0151269925664983
"575","0","3","male",0,0,"S",1,"Mr",1,0.19829637980709,0.0157125535690724
"576","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0283021151244161
"577","1","2","female",0,0,"S",0,"Miss",1,0.423775522986346,0.0253743101115455
"578","1","1","female",1,0,"S",0,"Mrs",2,0.486408618313917,0.109109533479645
"579","0","3","female",1,0,"C",0,"Mrs",2,0.372180103561368,0.0282207221450583
"580","1","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0154685698179998
"581","1","2","female",1,1,"S",0,"Miss",3,0.311035951396718,0.0585561002574126
"582","1","1","female",1,1,"C",0,"Mrs",3,0.486408618313917,0.216429787722425
"583","0","2","male",0,0,"S",0,"Mr",1,0.67430790429663,0.0507486202230909
"584","0","1","male",0,0,"C",0,"Mr",1,0.448828761117374,0.0783187840942894
"585","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0170056674497569
"586","1","1","female",0,2,"S",0,"Miss",3,0.223349617938118,0.155466446183431
"587","0","2","male",0,0,"S",0,"Mr",1,0.586621570838031,0.0292780501287063
"588","1","1","male",1,1,"C",0,"Mr",3,0.749467618689716,0.154588104679569
"589","0","3","male",0,0,"S",0,"Mr",1,0.273456094200175,0.0157125535690724
"590","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"591","0","3","male",0,0,"S",0,"Mr",1,0.43630214205186,0.0139070738111355
"592","1","1","female",1,0,"C",0,"Mrs",2,0.649254666165602,0.152766424400561
"593","0","3","male",0,0,"S",0,"Mr",1,0.586621570838031,0.014151057562208
"594","0","3","female",0,2,"Q",0,"Miss",3,0.372180103561368,0.0151269925664983
"595","0","2","male",1,0,"S",0,"Mr",2,0.461355380182889,0.0507486202230909
"596","0","3","male",1,1,"S",0,"Mr",3,0.448828761117374,0.0471376607072172
"597","1","2","female",0,0,"S",0,"Miss",1,0.372180103561368,0.0644117102831539
"598","0","3","male",0,0,"S",0,"Mr",1,0.611674808969059,0
"599","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141022608119935
"600","1","1","male",1,0,"C",0,"Sir",2,0.611674808969059,0.111118398092476
"601","1","2","female",2,1,"S",0,"Mrs",4,0.298509332331204,0.0527004902316714
"602","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"603","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0827592883638098
"604","0","3","male",0,0,"S",0,"Mr",1,0.549041713641488,0.0157125535690724
"605","1","1","male",0,0,"C",0,"Mr",1,0.43630214205186,0.0518221487278102
"606","0","3","male",1,0,"S",0,"Mr",2,0.448828761117374,0.0303515786334255
"607","0","3","male",0,0,"S",0,"Mr",1,0.373669046724289,0.0154115752137493
"608","1","1","male",0,0,"S",0,"Mr",1,0.336089189527746,0.0595320352617028
"609","1","2","female",1,2,"C",0,"Mrs",4,0.273456094200175,0.081157193460767
"610","1","1","female",0,0,"S",0,"Miss",1,0.498935237379431,0.299538851191773
"611","0","3","female",1,5,"S",0,"Mrs",7,0.486408618313917,0.0610447345183526
"612","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.013760683560492
"613","1","3","female",1,0,"Q",0,"Miss",2,0.372180103561368,0.0302539851329965
"614","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"615","0","3","male",0,0,"S",0,"Mr",1,0.43630214205186,0.0157125535690724
"616","1","2","female",1,2,"S",0,"Miss",4,0.298509332331204,0.126871550557727
"617","0","3","male",1,1,"S",0,"Mr",3,0.423775522986346,0.0281069281235581
"618","0","3","female",1,0,"S",0,"Mrs",2,0.323562570462232,0.0314251071381448
"619","1","2","female",2,1,"S",1,"Miss",4,0.0479769510209195,0.0761229303346364
"620","0","2","male",0,0,"S",0,"Mr",1,0.323562570462232,0.0204946350900944
"621","0","3","male",1,0,"C",0,"Mr",2,0.336089189527746,0.0282127194780231
"622","1","1","male",1,0,"S",0,"Mr",2,0.52398847551046,0.102578966804937
"623","1","3","male",1,1,"C",0,"Mr",3,0.248402856069147,0.0307257521140704
"624","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0153303774213923
"625","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0314251071381448
"626","0","1","male",0,0,"S",0,"Mr",1,0.76199423775523,0.0630860001733261
"627","0","2","male",0,0,"Q",0,"Rev",1,0.711887761493173,0.0241055946059682
"628","1","1","female",0,0,"S",0,"Miss",1,0.260929475134661,0.152164467689915
"629","0","3","male",0,0,"S",0,"Mr",1,0.323562570462232,0.0154115752137493
"630","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.015094396337355
"631","1","1","male",0,0,"S",0,"Mr",1,1,0.0585561002574126
"632","0","3","male",0,0,"S",0,"Mr",1,0.636728047100088,0.013768881414528
"633","1","1","male",0,0,"C",0,"Dr",1,0.398722284855318,0.0595320352617028
"634","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"635","0","3","female",3,2,"S",1,"Miss",6,0.110610046348491,0.0544571732393937
"636","1","2","female",0,0,"S",0,"Miss",1,0.348615808593261,0.0253743101115455
"637","0","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0154685698179998
"638","0","2","male",1,1,"S",0,"Mr",3,0.386195665789803,0.051236587725236
"639","0","3","female",0,5,"S",0,"Mrs",6,0.511461856444945,0.0774648409655354
"640","0","3","male",1,0,"S",0,"Mr",2,0.372180103561368,0.0314251071381448
"641","0","3","male",0,0,"S",0,"Mr",1,0.248402856069147,0.0153303774213923
"642","1","1","female",0,0,"C",0,"Mlle",1,0.298509332331204,0.135264591594623
"643","0","3","female",3,2,"S",1,"Miss",6,0.022923712889891,0.0544571732393937
"644","1","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.110272457630758
"645","1","3","female",2,1,"C",1,"Miss",4,0.00726543905799825,0.0375896981862443
"646","1","1","male",1,0,"C",0,"Mr",2,0.599148189903545,0.149765424262369
"647","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0154115752137493
"648","1","1","male",0,0,"C",0,"Col",1,0.699361142427659,0.0692913853046049
"649","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0147366185647822
"650","1","3","female",0,0,"S",0,"Miss",1,0.28598271326569,0.0147366185647822
"651","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"652","1","2","female",0,1,"S",0,"Miss",2,0.223349617938118,0.0448930101973497
"653","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0164607053433613
"654","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0152815806711778
"655","0","3","female",0,0,"Q",0,"Miss",1,0.223349617938118,0.0131751225579178
"656","0","2","male",2,0,"S",0,"Mr",3,0.298509332331204,0.143462445630661
"657","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"658","0","3","female",1,1,"Q",0,"Mrs",3,0.398722284855318,0.0302539851329965
"659","0","2","male",0,0,"S",0,"Mr",1,0.28598271326569,0.0253743101115455
"660","0","1","male",0,2,"C",0,"Mr",3,0.724414380558687,0.221098075221947
"661","1","1","male",2,0,"S",0,"Dr",3,0.624201428034573,0.260867426646773
"662","0","3","male",0,0,"C",0,"Mr",1,0.498935237379431,0.0141022608119935
"663","0","1","male",0,0,"S",0,"Mr",1,0.586621570838031,0.0499434738445515
"664","0","3","male",0,0,"S",0,"Mr",1,0.448828761117374,0.0146308272103171
"665","1","3","male",1,0,"S",0,"Mr",2,0.248402856069147,0.0154685698179998
